MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition,LotFrontage_na,MasVnrArea_na,GarageYrBlt_na
0.75,0.75,0.44500200093973574,0.6203475983994395,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.7272727272727273,0.4,1.0,0.75,0.6000000000000001,0.5555555555555556,0.25,0.3676470588235294,0.5409836065573771,1.0,0.0,0.1,0.5,0.3333333333333333,0.064873375382263,0.6666666666666666,0.5,1.0,0.33333333333333337,0.6666666666666667,0.0,0.4000000000000001,0.21598157335223248,0.0,0.0,0.3790060380863911,0.3330605564648118,1.0,0.5,1.0,1.0,0.7640142109007,0.0,0.0,0.7141818700815787,0.3333333333333333,0.0,1.0,0.0,0.5,0.6666666666666666,0.33333333333333337,0.5833333333333334,0.0,0.6666666666666666,0.6000000000000001,0.75,0.29906542056074764,0.5,0.5,0.3413258110014104,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1818181818181818,0.6666666666666666,0.0,1.0,1.0,0.0
0.41666666666666663,0.75,0.49040783718144776,0.37824801173688694,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.36363636363636365,0.0,1.0,0.75,0.2,0.5555555555555556,0.75,0.4779411764705882,0.9344262295081968,0.0,0.0,0.1,0.1,0.3333333333333333,0.0,0.33333333333333337,0.5,0.5,0.33333333333333337,0.6666666666666667,0.0,0.6000000000000001,0.07140326009922042,0.4000000000000001,1.0,0.1105434277751974,0.1319148936170213,1.0,0.5,1.0,0.6666666666666666,0.3987577918657257,0.33119658119658124,0.0,0.5492937072198685,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.0,0.24999999999999997,1.0,0.6666666666666666,0.6000000000000001,0.75,0.6074766355140186,0.0,0.25,0.1692524682651622,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.6363636363636364,0.6666666666666666,0.75,0.0,0.0,0.0
0.41666666666666663,0.75,0.44500200093973574,0.3198724299340687,1.0,1.0,0.3333333333333333,0.0,1.0,0.5,0.0,0.18181818181818182,0.4,1.0,0.75,0.2,0.4444444444444445,0.375,0.4338235294117647,0.9836065573770493,0.0,0.0,0.30000000000000004,0.2,0.0,0.100625,0.33333333333333337,0.5,0.5,0.33333333333333337,0.6666666666666667,0.0,0.2,0.03277817150956768,0.0,0.0,0.24338132837900603,0.11603927986906712,1.0,0.5,1.0,1.0,0.4069636894399449,0.11965811965811968,0.0,0.453307182570164,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.6666666666666666,0.24999999999999997,1.0,0.3333333333333333,0.6000000000000001,0.25,0.5514018691588785,0.0,0.25,0.24823695345557123,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5454545454545454,0.6666666666666666,0.75,1.0,0.0,0.0
1.0,0.75,0.5086900695577494,0.38848910305447615,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.7727272727272727,0.4,1.0,0.75,1.0,0.6666666666666665,0.5,0.22794117647058823,0.5245901639344263,1.0,0.0,0.7000000000000001,0.7000000000000001,0.6666666666666666,0.186875,0.33333333333333337,0.5,0.5,0.6666666666666666,0.6666666666666667,0.0,0.6000000000000001,0.06945428773919206,0.0,0.0,0.35671156525777986,0.18985270049099837,1.0,1.0,1.0,1.0,0.46985530387351515,0.46260683760683763,0.0,0.6369986239839065,0.0,0.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.33333333333333337,0.5,1.0,0.3333333333333333,0.6000000000000001,0.75,0.2897196261682243,1.0,0.5,0.35613540197461213,0.5,0.5,1.0,0.3360560093348891,0.21389396709323583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1818181818181818,0.6666666666666666,0.75,0.0,0.0,0.0
0.3333333333333333,0.25,0.0,0.04802973646764075,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.09090909090909091,0.4,1.0,0.5,1.0,0.5555555555555556,0.5,0.2867647058823529,0.6557377049180328,0.0,0.0,0.6000000000000001,0.5,0.6666666666666666,0.238125,0.33333333333333337,0.5,0.5,0.33333333333333337,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.24384579656293545,0.08592471358428806,1.0,0.5,1.0,1.0,0.17114923501974832,0.3028846153846154,0.0,0.41906148138129895,0.0,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,0.33333333333333337,0.33333333333333337,1.0,0.0,0.0,0.25,0.3644859813084112,0.0,0.25,0.1861777150916784,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1818181818181818,0.6666666666666666,0.5,0.0,0.0,0.0
0.0,0.25,0.38858111692291897,0.3248884668271692,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.2272727272727273,0.4,1.0,0.75,0.6000000000000001,0.4444444444444445,0.375,0.7279411764705882,0.06557377049180328,1.0,0.0,0.30000000000000004,0.4,0.3333333333333333,0.0,0.33333333333333337,0.5,0.25,0.33333333333333337,0.6666666666666667,0.0,0.8,0.04376328844790928,0.4000000000000001,1.0,0.14398513701811427,0.16726677577741408,0.5,0.5,0.0,1.0,0.42323069565212057,0.0,0.0,0.39562574279923224,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.33333333333333337,0.16666666666666666,0.0,0.0,0.0,0.25,0.49532710280373826,0.0,0.25,0.19746121297602257,0.5,0.5,1.0,0.0,0.054844606946983544,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4545454545454545,0.6666666666666666,0.75,0.0,0.0,0.0
0.75,0.75,0.3136187943389772,0.4705939215390287,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.8181818181818182,0.6000000000000001,1.0,0.75,0.6000000000000001,0.7777777777777777,0.5,0.0,0.01639344262295082,0.0,0.0,1.0,1.0,1.0,0.0525,0.6666666666666666,0.5,1.0,0.6666666666666666,0.6666666666666667,1.0,1.0000000000000002,0.1645995747696669,0.0,0.0,0.25824431026474687,0.24304418985270052,1.0,1.0,1.0,1.0,0.5592437766828158,0.0,0.0,0.5227674571549676,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,0.75,0.0,0.0,0.75,0.5317348377997179,0.5,0.5,1.0,0.19603267211201866,0.29250457038391225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6363636363636364,0.6666666666666666,0.75,0.0,0.0,0.0
0.41666666666666663,0.25,0.32109662357415125,0.367984132621165,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,1.0,0.75,0.2,0.5555555555555556,0.625,0.5147058823529411,0.9508196721311476,0.0,0.0,0.1,0.1,0.3333333333333333,0.0,0.33333333333333337,0.75,1.0,0.33333333333333337,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.36228518346493266,0.12765957446808512,1.0,0.5,1.0,1.0,0.32096935602439514,0.3178418803418804,0.0,0.5005807050774278,0.0,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,0.6666666666666666,0.33333333333333337,1.0,0.3333333333333333,0.8,0.25,0.2616822429906542,0.0,0.25,0.383638928067701,0.5,0.5,0.5,0.0,0.2961608775137112,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9999999999999999,0.6666666666666666,0.75,0.0,0.0,0.0
1.0,0.75,0.7516252153009855,0.4752385316100751,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,1.0,0.4,1.0,0.75,1.0,1.0,0.5,0.08088235294117647,0.19672131147540983,1.0,0.0,0.1,0.5,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0,0.9999999999999999,0.6666666666666667,0.6666666666666667,1.0000000000000002,0.371367824238129,0.0,0.0,0.13934045517882027,0.3921440261865794,1.0,1.0,1.0,1.0,0.7480325146306188,1.1030982905982907,0.0,0.9181036897087962,0.3333333333333333,0.0,1.0,0.5,0.5,0.3333333333333333,0.9999999999999999,0.6666666666666666,1.0,0.6666666666666666,0.6000000000000001,0.75,0.102803738317757,1.0,0.75,0.573342736248237,0.5,0.5,1.0,0.1995332555425904,0.1425959780621572,0.0,0.0,0.0,0.7520325203252033,1.0,0.75,1.0,0.0,0.5454545454545454,0.6666666666666666,0.25,0.0,0.0,0.0
0.3333333333333333,1.0,0.44500200093973574,0.2588148152613332,1.0,1.0,1.0,0.3333333333333333,1.0,0.25,0.0,0.8181818181818182,0.4,1.0,1.0,1.0,0.6666666666666665,0.5,0.022058823529411763,0.06557377049180328,0.0,0.0,0.30000000000000004,0.2,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.6666666666666667,0.0,1.0000000000000002,0.0423458540042523,0.0,0.0,0.14491407338597306,0.09018003273322422,1.0,1.0,1.0,1.0,0.18944139641387103,0.29433760683760685,0.0,0.4222862099876479,0.0,0.0,0.6666666666666666,0.5,0.25,0.3333333333333333,0.6666666666666666,0.16666666666666666,1.0,0.0,0.0,0.25,0.02803738317757009,0.0,0.5,0.3385049365303244,0.5,0.5,1.0,0.0,0.10968921389396709,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1818181818181818,0.6666666666666666,0.75,1.0,0.0,0.0
